soil_type,soil_moisture,temperature,rainfall,crop_stage,fertilizer,humidity,disease_risk,predicted_yield
Clay,23.26937045940973,44.54537231901282,21.44447884169749,Early,73.47420908200837,48.670017886286146,0,5.363768330437893
Clay,18.88831939256241,43.16989266257933,84.69640184986656,Mid,77.61488397194447,59.42148210991124,1,5.358818447693313
Loamy,44.58090277846597,28.584411426327502,90.47335184131404,Early,64.8533988220147,76.36464867278474,1,6.682619700999641
Loamy,40.902583714359295,20.954732238160474,146.7285680728897,Late,148.7549191527844,40.10311789818327,0,7.6769588986702155
Clay,41.65948130067321,19.946543296954154,168.0037663841397,Early,139.13420232285634,76.04975001055843,1,7.126135350333404
Clay,21.44473024233068,22.199680916098725,108.9964556200036,Late,46.158628404655644,74.96680727603193,1,5.724490461410208
Loamy,21.63227692813405,36.30397921693611,17.356590812998096,Mid,16.73908871500008,62.36089229045278,0,5.510917049204598
Clay,21.040131489281958,23.188499841944633,47.36989411930925,Early,125.96470860579043,81.9505373249749,1,6.484794720585204
Sandy,18.687629783114726,25.24275808812895,32.986805370546215,Mid,149.57553771385867,37.92860269019163,0,5.612225230157013
Loamy,42.78618362808282,28.463364119838445,24.923012637824947,Early,43.891334105946825,65.72874039994039,0,6.440736090025971
Clay,52.40079426247007,42.396980412643686,73.17985972356152,Late,53.667738876264934,56.9605831501093,1,5.812783861632741
Loamy,46.215873483833064,20.681802536545383,45.87870043087641,Mid,141.24497722278045,55.3375267701499,0,7.716313165808105
Sandy,49.60468168802716,15.150796578294093,43.66062236230246,Early,106.66942770046349,45.153664276171526,0,6.104264013416355
Loamy,30.239921454259992,16.802892311345104,10.93863491525353,Late,44.345749766945424,52.33677940859448,0,6.544169157414301
Loamy,42.703789768599904,42.14299025040354,3.5340089590867763,Mid,87.15697369258726,36.48904536141995,0,6.461355824785764
Loamy,27.711812022238725,34.42549394530089,20.55364852995636,Early,141.63443690463842,45.09593818588951,0,6.937815791132132
Loamy,36.275231098432,23.191218579834203,34.43949588472661,Mid,121.77196604186679,46.31790646668496,0,7.247487724992282
Sandy,34.08174232674312,20.315775030335733,86.19674576964063,Early,111.27490705929895,73.24007204760836,1,5.684910666217781
Loamy,18.84435725719272,23.82800209911343,102.10405225976893,Late,110.54944675905335,32.91302563253179,0,6.767541549760985
Loamy,29.35393801678154,18.443907817538403,28.118383634673116,Late,26.70304864384055,69.07153848905165,0,6.300792012247884
Clay,58.19111377411755,43.24598730853323,84.95666830483725,Mid,123.70218588419047,43.28459458759139,0,6.603464515068259
Loamy,22.429012885747106,38.526185230958006,68.34976846518546,Mid,41.41779486651872,34.91169035497764,0,5.706972649451389
Clay,16.690186813974435,28.87173530737622,36.684728699591204,Early,139.55499868522944,48.048369665126046,0,6.3632016639104965
Sandy,30.929031081196765,40.94887815345606,1.3681496296727103,Late,54.695998652067445,43.46837216571617,0,4.437074263540928
Sandy,49.51688679300741,22.48374612879697,93.40357330434834,Early,128.64905955633847,63.121942550391,1,6.1023159475596245
Sandy,39.107411488998615,36.513617054165806,137.13034985303986,Late,39.935024177670215,51.44258420687774,1,4.5860899599317
Sandy,44.04874136191223,40.68397497041231,45.255466828761406,Mid,77.17904048733607,87.95962454449958,1,4.932245982999236
Clay,19.484742408733858,25.703061348698178,26.361365979335872,Early,16.032794323359084,87.81297596345104,1,5.278930950947323
Loamy,40.94740965038608,37.72393336352153,177.40854888939236,Early,99.0178354494261,56.62291614721437,1,6.677408546596336
Sandy,26.17501974557369,23.85217047792928,55.00495449755955,Late,125.41189127502575,77.70524763961558,1,5.562054193323853
Loamy,51.71516829773837,23.965714057770924,44.72252395853295,Late,107.76709219536241,30.7961124516525,0,7.393002866175264
Clay,41.46494030053681,18.211715356625582,171.41938792198317,Late,78.4887769407986,62.868695083488156,1,6.567835114719954
Clay,19.942813888764796,28.201741395281964,163.42141983335225,Mid,6.7673817902189235,74.59795033841874,1,5.120477853819026
Clay,13.230833992204307,36.89135719492266,89.66929410492672,Early,140.01615107562876,43.016593524440154,0,6.058037474752694
Sandy,12.131660464351636,43.20662416713855,97.8477722855549,Late,105.8234322867952,33.670305309956625,0,4.5046688071408285
Loamy,28.570428382507036,33.11390975787288,43.54974096680439,Mid,111.87963575479995,39.35513615438735,0,6.696787632461954
Loamy,23.292556832715675,40.89406613207217,15.660334095911498,Late,119.20208632662107,56.51088523043143,0,6.431050015958359
Loamy,42.304506173125404,39.674839478706815,114.68636507113222,Early,112.1615138891416,60.38228524537572,1,6.777460077992719
Clay,34.96669174893091,20.200291589258427,19.668984318042625,Late,66.16742461475005,52.85310732652611,0,6.254999333448366
Sandy,23.300963900269036,29.574522867378946,89.85490939132997,Early,110.04327439319202,56.3984260225428,0,5.179216335915933
Clay,17.461888897508807,18.507706065761745,188.09943970260215,Mid,93.75401817154935,58.21409757655688,1,6.231546777692817
Clay,16.35998813437248,35.46459484684905,190.56687783411687,Mid,128.10245005031797,76.16619969606577,1,6.044286417785157
Loamy,53.233019607020886,43.49699004738228,47.86645730947172,Late,120.36897230060556,36.31451388465914,0,6.963440413725005
Clay,22.17389842024336,19.112683742362695,124.82268400913088,Early,6.206157370088983,76.13702802956377,1,5.432159029834875
Loamy,42.58553239554842,37.016493924076244,94.81525282157153,Early,56.83306354989079,71.31763813769989,1,6.309546465687589
Sandy,50.53429639931331,33.967144526035824,175.1370255172212,Early,5.207422827584185,74.49964856857909,1,4.543745820481034
Loamy,40.7040655592368,32.50815111024299,54.286172855210644,Late,15.311238714914687,74.06810315251937,1,5.991949165026593
Sandy,52.97826158234729,26.703607040650176,0.7404813664833698,Early,90.2116083005417,58.23550894810702,0,5.660573103432858
Loamy,29.619686076423726,25.653949432614375,32.51224118628302,Early,131.073273174338,42.684011073654005,0,7.133507970293424
Clay,57.81110953244742,16.357475670566636,69.90456023387961,Early,17.973713806390084,62.19773425810824,0,6.345235058595851
Clay,16.65725020890485,21.537261247560405,63.14422595409772,Early,67.66339312002472,87.47892321654598,1,5.863661097951532
Sandy,15.107476482876905,15.455306468604807,158.2725838245772,Late,136.63183572096656,65.31154088360182,1,5.70480869280906
Sandy,42.93460731037218,32.44251316746062,136.11213322776757,Late,122.14514755073816,30.662828712766657,0,5.606868226691007
Sandy,57.14155707066309,18.175597076337265,59.91126392297945,Early,77.95018446988949,33.58265429258344,0,5.877065073822038
Loamy,50.4441730818164,41.19058182089148,91.54876343324267,Early,115.73571589932465,89.57180601621315,1,6.93052316600283
Loamy,13.820842971902572,30.694290620914956,19.111820791667043,Mid,78.40406610668055,34.31678155436642,0,6.139628801877409
Sandy,23.96838569673582,35.99069727176125,179.62928896402016,Mid,23.713850592427317,32.76270960269392,1,4.136785301706152
Clay,56.515944241891184,27.325712755214894,187.08496488970684,Early,18.710416983251864,51.18145616151932,1,5.997651672013895
Loamy,22.652921640039228,31.81739427003146,195.96070707618762,Early,28.255234810060465,88.1590321961602,1,5.781088952800445
Loamy,49.05852118934596,43.279775308998914,173.71056615716753,Mid,52.63831424485193,49.12050922397194,1,6.2091603069654715
Loamy,51.25660979643519,17.48202118871012,34.7921775392451,Mid,139.5793901511028,54.593047852516236,0,7.896465461778428
Sandy,34.77260517304909,22.618133157710886,9.239296640325767,Early,119.95176204804021,68.04462367251394,0,5.716425729210057
Sandy,29.317445492415775,38.39964980731633,115.9193454825348,Late,64.92023418394763,31.446710359583868,0,4.583561757468303
Sandy,32.506221620987986,17.962116206479976,182.52100537662207,Late,73.96150646813611,83.86581465115128,1,5.350876010906721
Sandy,21.34823471826821,17.269833117123326,35.47027233194857,Early,39.84141864996223,61.16658105326593,0,4.8072838873512875
Sandy,54.46954580644221,25.846241962621157,1.408582924828372,Early,105.65294347081952,58.008654360243476,0,5.8705330919584044
Clay,32.530982836487894,17.76503875417297,161.09920920644888,Mid,120.4148507193057,81.64359973239783,1,6.821817001297626
Clay,54.12297202280499,32.55235326618609,15.359136857346801,Mid,35.83570435013648,87.18459536148127,1,5.9642458859718825
Sandy,15.284673995313705,21.788257524497993,82.74120638200608,Late,6.273243567969805,55.405513898810085,0,4.214778189851033
Loamy,59.413763550006564,41.87093889598117,135.777467437757,Early,93.58334147444556,40.34646475759384,1,6.867980518865152
Sandy,32.163654372180915,38.5050024253577,47.35951709123603,Mid,84.37681787029749,78.94255620012439,1,4.831891193385863
Clay,12.391541019705272,35.991156182984284,16.79251268934534,Late,60.31967325433146,54.19562527334923,0,5.271292867447891
Clay,11.901092411872746,33.50832082153506,154.00424569116572,Late,96.58409126598151,86.13273237070597,1,5.698613136251219
Loamy,47.31036287409193,40.9039719102439,126.03501697740829,Late,82.59199469777154,86.99393902985898,1,6.545008047152238
Clay,42.95177671018404,21.691861846282706,197.69809689736095,Mid,37.58723648912892,36.88974190328217,1,6.084152043706489
Sandy,50.10652790637938,41.19326528292683,68.86160666399186,Mid,59.65934634340835,87.39323803997107,1,4.862926063073866
Loamy,15.268376697640297,38.68476895272157,12.35247725803994,Early,64.21703546208626,52.09621952670726,0,5.786994819992021
Sandy,11.778543351777417,37.444824791630566,146.87000706705916,Early,132.03719917133455,68.77515105943144,1,4.932598114999977
Sandy,35.42896447237892,31.837670342247723,104.34668377064912,Late,144.13562311934393,32.08500490404276,0,5.694805410373586
Loamy,29.379761574138477,22.387324829118,42.64078627782701,Late,133.95020435947455,83.33305644502997,1,7.255477530203974
Sandy,33.09734683354779,27.70643747975689,156.34579780095189,Mid,107.87670360779694,68.4958397606919,1,5.40952084835622
Clay,59.5794204435137,38.807119636164046,40.751097169988746,Mid,87.74891004087327,68.61326801738515,1,6.404863920194085
Sandy,58.53749788353351,15.953354530719734,52.13233096658732,Early,103.38924531989325,84.13056959864903,1,6.226041774948011
Loamy,57.11576948365964,38.461523077912744,18.50571087334383,Early,140.86638310990335,60.50083049444059,0,7.3971335284348445
Loamy,49.19213383838369,22.202122214626996,79.88645580617089,Early,37.49981028357476,54.630998421753034,0,6.692777113164611
Loamy,27.74206801284452,19.32927602164809,83.78584478748378,Mid,80.26807615101073,81.96772513753898,1,6.7776438411175555
Sandy,30.60654651313858,18.471039545409063,102.91235806965969,Late,103.44120285006119,74.5452307122839,1,5.592411772401111
Loamy,37.480802185946224,15.817500358524454,141.7928534247555,Early,101.88705019864119,86.93853989789406,1,7.293961534949603
Loamy,51.52672282024199,30.707594556643585,181.22018573608517,Early,37.841843936525464,86.40731359863196,1,6.487725059070788
Sandy,13.435641625913387,21.547796180811886,27.546819777561726,Mid,88.00972910846278,52.93956987361442,0,5.002376238178538
Clay,31.214844294244408,44.68295297338895,10.869619669731412,Early,119.38697136302346,56.819177408485075,0,5.977678010313455
Sandy,14.130883172963435,32.23310267616617,3.706246718866657,Late,71.26184700753657,45.35909722744671,0,4.528243053249649
Loamy,35.73287932867558,19.136558080680313,28.72427561376325,Mid,118.99471150481024,69.63887334831406,0,7.330507959201205
Loamy,54.94504120031177,35.66287622434096,131.58989715632518,Early,53.98238966318322,51.87251820533319,1,6.568838433907839
Sandy,49.124246228196895,41.93230699529176,145.49541559929932,Early,140.81401907456384,77.16603879646027,1,5.632655905450823
Clay,21.3921208771555,37.35538486108843,157.30114270562444,Mid,80.08926607486515,37.29304564385463,1,5.608073532459109
Loamy,58.799542479939625,17.29319583118343,48.741642380868534,Mid,89.39219261889215,36.98417106994475,0,7.551116900852212
Loamy,43.36751990232142,41.87652543577978,61.17896265230398,Early,4.704235320688261,42.267322885163814,0,5.658096988179918
Loamy,10.521384969870153,38.81788157579894,96.62692911309989,Late,25.540370569289138,35.05753130624481,0,5.301294957816326
Sandy,22.770674234260976,19.74911700316843,12.636619372045299,Mid,94.9400820706567,67.20189646069409,0,5.312340795296734
Loamy,23.035664995995827,16.553576661984508,122.22830464224923,Late,62.98055576734069,38.84116596100432,0,6.593911557733788
Clay,13.462715314292996,31.719317259429253,196.74700673515156,Early,76.22456856872621,39.597775048059255,1,5.579920474190245
Loamy,57.99132590379645,19.68107434019931,72.1612622756005,Late,9.445711310055065,30.85369342374996,0,6.6638514009705005
Loamy,33.91276472879619,40.03772857785816,150.5694950182768,Early,125.12028576155764,76.92540087741659,1,6.728326294855756
Clay,54.7907298685941,25.75003970015021,100.0067831139216,Early,117.67584034443259,78.73776332540886,1,7.000071809811702
Loamy,26.110775172231417,42.38677334209726,25.562368872076547,Early,27.80309635827743,39.72134498186638,0,5.528643266764485
Sandy,16.261678521641358,31.970645164230174,116.44748976051727,Early,95.1494035886069,74.37146605603347,1,4.817608251391992
Sandy,33.716805495310695,20.480171527190045,59.97485368881299,Late,122.74728174814075,56.01270738944157,0,5.78740378157192
Sandy,15.697831735715859,19.187966020794,6.880641690691647,Early,96.12812046234,44.37569297792348,0,5.199598858713896
Clay,34.300775148876994,32.294173126732616,126.98594602354876,Early,46.559714294376725,67.28307648442973,1,5.682787452119328
Loamy,56.01485906097039,37.856508355873316,171.78646986494553,Late,98.41667257172507,40.70904446082508,1,6.96876865626046
Sandy,36.03840709171064,38.44516943226546,68.95395337997483,Mid,31.569262152481837,75.41301645918213,1,4.3831056803910675
Clay,40.82498634475417,23.27272213323844,78.0591094425541,Late,47.73824959191313,32.856913654233104,0,6.095700558817061
Loamy,17.831921848690413,21.127402767365027,178.2043365934423,Late,36.010447966076796,87.54785597567486,1,6.082920833613626
Clay,12.186781293998475,15.502689134771472,162.72176267347118,Late,83.53876535853098,34.31251522251747,0,6.114042605422135
Sandy,15.540398108990352,35.37597453603508,142.99056471035541,Early,16.23399701483229,64.76690515492137,1,3.911868696247078
Sandy,39.92657878421828,17.29704775300617,49.759412750629586,Early,139.9965570522508,84.13165740734271,1,6.179585713616689
Sandy,14.750584949615233,27.622836052977775,182.0433309933289,Early,50.02685304943002,30.71426813087102,0,4.466595147897271
Clay,28.79964449706557,33.05046492054888,30.883151507842598,Mid,32.8455190658702,59.910867659343424,0,5.412934132983547
Clay,37.5045970229078,43.11326834759031,125.35410388344437,Early,74.48247204027469,51.000417858640795,1,5.701518610433194
Sandy,29.43263993149235,24.354064108673057,5.76023610930374,Mid,41.54967276820741,64.81993141547454,0,4.773527603051729
Clay,18.184190073265075,22.493164873395592,128.74396126498917,Early,80.23561295739664,43.52744320425952,0,5.9912449848374
Sandy,23.689565375705328,34.62480462858295,55.428870374671966,Late,52.27637246731282,33.893953033903486,0,4.4578108933297464
Sandy,56.41587664242885,33.57717096160745,89.935395436744,Early,19.81002161535612,67.55598221092242,1,4.819102620153915
Loamy,43.79911377931777,24.963293499243736,69.05291041141062,Mid,39.8842863040893,55.01095436960415,0,6.525926333649936
Clay,34.80239193399433,42.8430550652936,34.55135124924198,Mid,65.76597674422878,67.34913232237378,1,5.568415954163367
Sandy,10.635744499344677,40.34586982468898,124.39615801877481,Early,4.5439839719438435,42.63234881027057,1,3.5477786349656624
Sandy,59.62077002447351,21.719476375952436,176.39511102812148,Late,115.5963790522143,50.32447577720891,1,6.19679489973304
Clay,43.572746744732164,22.174276363035695,191.81684845648067,Early,93.27368468856237,63.70088336187662,1,6.638963490889196
Loamy,25.846123867247247,30.369010406612418,38.46927263078301,Early,90.20394109175314,65.58676669948363,0,6.507891576064104
Loamy,53.96343299989191,38.20716305192161,143.47455481259468,Early,81.9074897824149,52.33888846645591,1,6.752128666264339
Sandy,22.921581014590906,16.32121138165393,132.86787332113644,Late,88.54697584876028,46.80319233699339,0,5.354265037329803
Clay,37.20082895913758,35.8000546120412,68.6755579149145,Mid,140.1977929060831,46.42203776931575,0,6.571992869882346
Loamy,41.80353818649125,34.44707692146291,3.8198398707451675,Late,1.2853816216111036,40.48196108525391,0,5.815512272302049
Clay,21.053168572686424,21.94440287738965,137.95824946257324,Mid,7.16995644866239,49.52429773977523,0,5.334430849618663
Clay,58.91986394002979,35.44059039724046,189.09897211190003,Mid,28.72401148962035,41.9664202207932,1,5.902419681779585
Sandy,47.409595298949874,43.20549573756248,126.42402438313027,Mid,25.095206998972515,68.02892437379668,1,4.402979103841847
Loamy,37.8906612755535,16.403575349153055,87.05854483752682,Late,27.1791689203774,64.14401989452537,0,6.537497654240252
Sandy,19.02972990876504,24.589561658761877,105.03077882232567,Early,100.79158287729753,52.955329420255204,0,5.150823577185419
Loamy,12.692910349901307,28.14530149999066,39.925761531983504,Early,68.92249515752479,49.54980119624366,0,6.098724113573555
Loamy,26.002991626049173,41.97781076774069,150.10883275074752,Early,148.76683175020398,44.25685201167855,1,6.748393826990803
Loamy,47.65936679567014,43.8678433982747,149.28396600196982,Early,34.03288722044173,62.12749853756047,1,5.977480906169579
Loamy,23.46656491510125,28.323457394889967,29.10346007748499,Early,46.6245151541242,85.13416586074129,1,6.085872727996568
Loamy,36.97781102477526,37.50085236426574,175.5956764999318,Late,147.63610752024735,71.14218308333622,1,7.090891724770006
Clay,46.39735883653716,30.94983071293449,53.837947894661056,Late,124.76372112033704,74.66488284213403,1,6.747089466546079
Sandy,15.397185732323218,31.133488042241297,196.45121218732297,Late,70.46988310177991,80.06267181938446,1,4.5786379043970244
Clay,44.264900805793665,23.342985451990693,76.58060280744917,Late,83.18953283189846,51.09809840027093,0,6.516903780875138
Loamy,14.593544385502234,21.508687375916384,35.57681174689993,Late,126.47668809792607,33.77254692686926,0,6.911377147411814
Sandy,58.25648710634983,23.640160377721234,70.34402226913046,Late,72.14703690694921,67.35352819929867,1,5.677395299864852
Loamy,34.41970650324698,31.68984021771238,88.03606573943863,Late,30.903558537312648,41.32033747368196,0,6.046734508906695
Sandy,17.53380538549387,15.87465558066267,13.861554607658967,Early,124.26668078315782,64.14261899973997,0,5.617103248121576
Clay,27.119181801677325,42.21746833069217,115.6436762446579,Mid,80.66587369134652,74.37061398942389,1,5.582518323026247
Sandy,30.670822464763074,19.688511286493288,119.52648797378006,Late,22.956389574573194,77.01829812887019,1,4.752325006446195
Sandy,47.909250553826865,21.602660306141598,147.78609106989444,Mid,75.83787467765964,48.11034721485093,1,5.568483948668886
Sandy,47.17118930383047,30.54828529342939,5.833978458148659,Late,61.98050708952882,60.745993954158905,0,5.146780298169016
Sandy,40.59702526686655,36.303442990118384,108.24764288676603,Late,131.5263797822637,67.25790577663153,1,5.538101013456417
Sandy,15.296535627924648,17.871871642331918,10.581486654132878,Early,18.90831470410551,79.16884330203732,0,4.458857710329591
Loamy,17.57846857938368,24.530840926414864,140.22884399333068,Mid,131.28147066720382,75.68331990629684,1,6.9284588504672655
Sandy,14.687846032277832,44.060238167230715,11.145597140196895,Early,76.83165252154271,89.27851925864222,1,4.240266300844063
Sandy,38.85863916437751,22.870289003428372,182.34556966832653,Early,60.65466449717214,30.485080591800653,0,5.19761075815642
Clay,53.856922075570196,24.391504351894405,140.4165133768993,Mid,24.29507766044105,56.24936645178798,1,6.0883440875589825
Sandy,31.69002561273859,40.094954718541004,101.47795301703142,Early,105.1226943958019,45.36266918256767,0,4.982178814656561
Clay,18.04240869788731,16.50643295071366,88.30078465623498,Late,139.02100636650607,37.1936032286924,0,6.755865249101396
Loamy,37.902116257448355,28.938395064269123,26.134526082652478,Late,56.30660308489797,84.69091969003108,1,6.452956504069872
Sandy,50.587610843285496,26.388502933550107,58.19987791293262,Late,36.237750100625014,89.87772396574118,1,5.082474629865457
Clay,47.0856030756465,24.497602797259535,173.79182100417924,Late,83.23003754987356,40.83577247428342,1,6.5390843530938785
Clay,54.072538983751066,23.570987821342936,180.8905623124988,Late,119.42789226508054,32.30600356808181,0,7.068600067685539
Loamy,23.89510486244339,17.741223145812278,0.14954167410621277,Early,0.5651541825799578,46.503266860830024,0,5.9513169447003
Sandy,19.697693363388744,24.444774880549467,118.82727829551025,Early,94.70661545931438,80.09171508398373,1,5.1076767754444345
Sandy,53.990824297096935,16.291572081470058,143.86012180502271,Late,89.47740010479463,47.633404991959004,0,5.985843324545783
Clay,42.878015638901154,38.42891590933306,123.74939649152125,Late,47.72282787062401,33.41408882985729,0,5.681921114204272
Sandy,25.54644650037771,26.94683381874035,16.335952973270796,Early,67.71345054074555,33.149531037181795,0,4.8796584208528
Clay,47.11740252862546,28.31711496959735,43.544979759780446,Mid,37.04448362427314,55.645368142166184,0,5.963279437727319
Sandy,50.75591922401839,41.80783759350395,50.06805347627721,Early,118.48286069277643,85.90954338369718,1,5.445711863603014
Clay,40.74891201705662,34.74164951583663,166.34492626101795,Early,95.18024000491614,47.155226498377914,1,6.224531154915196
Sandy,44.394205493995756,15.241773100263593,92.6398872617841,Early,79.90674330584778,55.62946084206263,0,5.729698349930485
Loamy,28.762995222133316,43.29524468883855,97.36564238824737,Early,58.87892976267408,36.11602832295651,0,5.86519186140425
Sandy,36.93478336715195,22.114333979331334,186.9786093109017,Early,43.70765790310982,59.61436759613886,1,5.012342226994197
Sandy,36.20795853630811,18.228425542795765,127.4171777709431,Mid,123.41047290651471,71.79282385714224,1,5.911411133507436
Loamy,52.402389556538594,38.04384535142647,179.73354031053276,Late,67.71115056503535,46.26902167063318,1,6.583843936238331
Sandy,51.998199014109126,30.014319476001546,91.30177106830659,Late,75.21711297625092,47.80267851172108,0,5.391705525764645
Loamy,51.63402346735216,28.013116980540527,29.887251703658848,Mid,78.12430958111125,80.51850152437628,1,6.97353005574194
Sandy,10.55158071312329,22.48509239048225,185.98711881481714,Late,67.25504031473648,30.621823340830623,0,4.709029245695363
Clay,47.47727422344441,31.424144695869558,91.74102313350765,Late,38.41326393576357,68.18824251300582,1,5.8909537829504375
Clay,47.93381950555024,23.231538156077626,36.326284375764374,Late,18.0510660364578,53.633078096497016,0,5.942240905793254
Sandy,43.91894114275709,42.04749015861203,60.479148060784446,Mid,14.780590075161104,47.90283081368814,0,4.264760018848392
Sandy,47.81323289457263,21.456134391995782,10.160517937788448,Mid,113.6193785011033,69.45562993463263,0,5.948774411142612
Sandy,52.09851857483544,41.5306545136726,93.66011829127703,Late,33.5291733452267,80.08011130738231,1,4.631342469538797
Clay,33.51595270508928,31.78216277182071,170.6256343820473,Late,8.350922243096337,63.50352697972042,1,5.300363393378128
Sandy,35.10251067442236,39.85464401685723,186.71609120133786,Late,119.6276110043829,31.865677316583362,1,5.2026870030265595
Clay,16.235702845569524,36.38537987582865,186.52044150072874,Early,23.109247929097197,57.684071449534564,1,4.9642451399275025
Loamy,29.26879415236809,35.900853343102455,25.04600512574935,Early,93.7719137600031,57.76559645363839,0,6.44606942035432
Clay,42.16825899558921,24.730374230851673,76.41077650221139,Early,50.79649071717948,62.62790968827647,0,6.109418860158029
Clay,49.019988807363724,22.016907944166103,5.645751930141274,Mid,18.97203850369642,70.25753406261313,0,6.009612922859256
Loamy,20.860454884560525,21.326586830423643,171.03306899429455,Late,62.17214688815398,31.159104212060427,0,6.399132961660041
Clay,16.89114495796177,40.71574971178766,71.75115240425475,Mid,2.221329169893771,60.12075746398503,1,4.638563699504543
Sandy,43.15210022502461,39.6128046077706,126.22340557844696,Mid,126.15674737688406,65.29846616283544,1,5.436225340036215
Sandy,10.093994176245532,28.217205840369218,142.97968761545772,Mid,77.02469420127858,50.60120318496312,1,4.62561065032662
Clay,18.918629215366494,18.972138404893638,85.96893394863108,Late,20.874001636194272,70.10191359542598,1,5.517948448522464
Sandy,11.453569017197687,26.46756755932375,61.2884673100486,Early,35.5470477583477,43.69066302775027,0,4.290514831147719
Clay,18.344255892743547,33.580303624107344,192.44258202318895,Late,67.196278820779,49.042339984047096,1,5.53143879733944
Sandy,19.06596399627526,28.632094634398584,192.89764500477085,Late,28.3304074223323,87.76532084545957,1,4.3056605151168705
Sandy,29.38367973751971,38.40567805448985,57.887273606004385,Mid,40.28987422516288,50.884222251668405,0,4.338401995367327
Clay,30.1163562343278,44.92868466754156,95.92501934889161,Mid,80.15783463528948,50.790053241944705,1,5.556044931013204
Sandy,53.713123530511886,20.733962653466904,194.56883173200447,Mid,124.89135195575783,65.74083814938692,1,6.201157110563809
Clay,35.50548562494126,28.789524589787174,0.9736815311006453,Early,60.27595285348812,88.25851979160362,1,5.949183503340092
Sandy,46.17023828061431,27.92951705762466,82.53564967582984,Early,107.54629103303225,88.98482675718003,1,5.66098216421387
Sandy,15.206867896014373,24.134775982468526,20.091509936193685,Early,131.50263201909726,64.77947782057896,0,5.3951203986372045
Loamy,21.271937773184693,20.942865501608686,101.83159311252052,Late,32.4451410444243,30.06522118829595,0,6.121604200859676
Loamy,45.14717204893384,16.970763494689777,4.93399090809743,Mid,121.07879556032401,84.03939304610398,0,7.6046084917412236
Clay,12.640198023426404,41.613579516710956,81.37968627812558,Late,113.61032974965411,64.2142778746229,1,5.6404998724637405
Loamy,34.32988311218766,27.595460930589528,44.139814957067024,Early,53.54059469222025,51.95978449739615,0,6.39413978124827
Clay,39.96844828314669,29.906865555001467,106.66167249174816,Mid,148.42799392513007,79.7517084609563,1,6.8864429382641905
Loamy,40.10728220262405,42.508261446027475,199.19872982013993,Early,39.385855715393554,53.9899475610123,1,5.920756357825592
Sandy,11.146640563402102,38.28871432547844,160.10722102534953,Mid,38.22048990475434,32.04267037201588,0,3.9564762805512323
Clay,26.105400211459276,18.915037923515527,169.12841832488428,Mid,115.83887469797966,79.26433338342113,1,6.613045613503516
Clay,41.8245325524577,31.962599028232273,127.05299747181617,Late,65.19859770766263,62.75156406118574,1,6.029598657278812
Sandy,17.449986807462174,28.267568295586774,8.311969654451712,Late,49.61924921715649,50.28861229345177,0,4.497165179453205
Clay,44.77078241640266,38.91633217736288,41.359535208828824,Early,26.79942080086544,45.05354258123107,0,5.495919891015822
Clay,47.296260440683724,36.726976428358476,185.012911289411,Late,114.79986464018161,65.62784756492553,1,6.492114562364736
Loamy,59.098459522307266,35.71217165733216,73.22262358575024,Late,117.94827092041156,42.48297289350601,0,7.290086749930296
Clay,20.49209974282047,25.216345064396904,20.727345296159115,Late,84.98460048452107,49.4310531934202,0,6.0031976477697135
Sandy,51.25653338330576,39.148911911977635,140.4810731732404,Mid,143.59704197870593,68.19181856483902,1,5.786633730093846
Loamy,36.0148288459327,16.571738867845838,59.89154478685093,Late,47.724490563398135,82.89266702435592,1,6.70038931651726
Loamy,28.67312980720867,19.788747042965017,53.771382580834334,Early,32.94285682190058,61.97341970349593,0,6.309228753074229
Sandy,16.118837866258897,25.068698189337354,199.59549111165208,Mid,101.62001534016929,75.54638389794556,1,5.08651596504675
Sandy,46.77528032437688,17.30422323207844,171.62778500533088,Mid,113.7612961199557,75.78363622578252,1,6.053991870724742
Loamy,21.792879957184354,22.049828326040746,81.58756367356821,Late,33.73589558277336,69.86123715956322,1,6.111721705190198
Clay,28.571100093652287,39.904529489937545,196.05224156329982,Mid,11.491614639166986,44.75030026083106,1,4.989202263566589
Loamy,13.127111344868421,43.447546133702375,130.0226446838427,Early,121.5774729879558,82.0073158890145,1,6.174890572765856
Sandy,50.068345790975954,24.138070673225712,148.40449037595204,Early,146.47529604690186,56.176539338373985,1,6.241977756091766
Loamy,48.32942619858217,22.935474119665145,6.302608616442318,Mid,96.70084291084265,32.652644636142035,0,7.245532729490116
Sandy,46.680791502115625,23.396779567392805,24.32105186961142,Late,41.680035021584125,44.67676020417151,0,5.14851279323637
Loamy,24.972175524594334,23.331572620525314,126.61702529924767,Late,149.50089128291881,75.93290124595894,1,7.294505244705316
Clay,18.674003713297864,16.07790546557919,179.80479652989678,Mid,133.98999544006162,34.148000149049366,0,6.731042864699198
Loamy,41.87766322351149,42.80749038993324,124.74874521751913,Early,77.00709694204409,38.84186412929467,1,6.323399522192672
Loamy,34.80831920566097,21.410944247109853,26.804978863798357,Mid,123.79819272627506,71.65360896250226,0,7.291819983962674
Sandy,18.912623345232078,27.60012222244215,23.15200924926493,Late,122.37307848944502,83.55604738365244,1,5.2739795851258275
Sandy,44.295563552493185,15.290606482229032,168.83717916481632,Late,140.21984545102492,68.02392030345821,1,6.329391531093242
Sandy,59.556321591065185,40.738652727451715,27.860467741582863,Mid,126.13857656601901,43.33746322977328,0,5.730352615657942
