,,,,,,Daily Price Report-01-01-2024 to 31-12-2024 for Karnataka,,,,,
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,800.00","1,800.00","1,800.00",Rs./Quintal,15-10-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,02-10-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,320.00","2,320.00","2,320.00",Rs./Quintal,23-09-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,20-09-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,06-09-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,500.00","2,200.00",Rs./Quintal,04-09-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,30-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,025.00","2,650.00","2,350.00",Rs./Quintal,26-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,250.00","2,250.00",Rs./Quintal,24-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,600.00","2,250.00",Rs./Quintal,23-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,22-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,21-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,17-08-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,31-07-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,15-07-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,490.00","2,490.00","2,490.00",Rs./Quintal,08-07-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,700.00","2,500.00",Rs./Quintal,05-07-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,650.00","2,650.00",Rs./Quintal,02-07-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,30-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,650.00","2,650.00","2,650.00",Rs./Quintal,26-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,25-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,720.00","2,720.00","2,720.00",Rs./Quintal,24-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,22-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,650.00","2,650.00","2,650.00",Rs./Quintal,18-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,480.00","2,480.00","2,480.00",Rs./Quintal,13-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,630.00","2,630.00","2,630.00",Rs./Quintal,12-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,11-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,600.00","2,550.00",Rs./Quintal,07-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,480.00","2,490.00","2,480.00",Rs./Quintal,03-06-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,670.00","2,670.00","2,670.00",Rs./Quintal,31-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,485.00","2,680.00","2,485.00",Rs./Quintal,29-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,475.00","2,600.00","2,480.00",Rs./Quintal,26-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,25-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,21-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,460.00","2,450.00",Rs./Quintal,20-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,19-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,380.00","2,600.00","2,600.00",Rs./Quintal,17-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,720.00","2,720.00","2,720.00",Rs./Quintal,15-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,14-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,730.00","2,730.00",Rs./Quintal,13-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,350.00","2,400.00","2,380.00",Rs./Quintal,12-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,626.00","2,600.00",Rs./Quintal,06-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,03-05-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,730.00","2,730.00","2,730.00",Rs./Quintal,28-04-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,26-04-2024
Karnataka,Haveri,Shiggauv APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,20-04-2024
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","3,200.00","2,850.00",Rs./Quintal,17-02-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,750.00","2,500.00","2,200.00",Rs./Quintal,30-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,280.00","2,400.00","2,280.00",Rs./Quintal,20-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,280.00","2,300.00","2,280.00",Rs./Quintal,17-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,550.00","2,000.00",Rs./Quintal,16-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,500.00","2,500.00",Rs./Quintal,12-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,018.00","2,450.00","2,200.00",Rs./Quintal,07-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,300.00","2,300.00",Rs./Quintal,06-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,550.00","2,525.00",Rs./Quintal,05-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,750.00","2,800.00","2,250.00",Rs./Quintal,04-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,550.00","2,200.00",Rs./Quintal,03-12-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,550.00","2,400.00",Rs./Quintal,30-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,600.00","2,230.00",Rs./Quintal,26-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,150.00","2,300.00","2,250.00",Rs./Quintal,20-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,500.00","2,500.00",Rs./Quintal,19-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,400.00","2,300.00",Rs./Quintal,15-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,500.00","2,400.00",Rs./Quintal,14-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,120.00","2,450.00","2,250.00",Rs./Quintal,13-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,150.00","2,450.00","2,270.00",Rs./Quintal,12-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,120.00","2,350.00","2,250.00",Rs./Quintal,11-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,150.00","2,805.00","2,250.00",Rs./Quintal,08-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,950.00","2,450.00","2,250.00",Rs./Quintal,07-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,06-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,250.00","2,200.00",Rs./Quintal,05-11-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,500.00","2,500.00",Rs./Quintal,29-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,800.00","2,410.00",Rs./Quintal,28-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,25-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,570.00","2,570.00",Rs./Quintal,24-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,550.00","2,500.00",Rs./Quintal,23-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,350.00","2,600.00","2,350.00",Rs./Quintal,22-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,18-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,600.00","2,600.00",Rs./Quintal,09-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,600.00","2,480.00",Rs./Quintal,08-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,250.00","2,650.00","2,600.00",Rs./Quintal,07-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,600.00","2,500.00",Rs./Quintal,04-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,375.00","2,600.00","2,600.00",Rs./Quintal,03-10-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,800.00","2,800.00",Rs./Quintal,30-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,700.00","2,600.00",Rs./Quintal,27-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,480.00","2,800.00","2,550.00",Rs./Quintal,25-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,700.00","2,400.00",Rs./Quintal,24-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,350.00","2,400.00","2,400.00",Rs./Quintal,23-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,800.00","2,600.00",Rs./Quintal,21-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,20-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,750.00","2,750.00","2,750.00",Rs./Quintal,18-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,12-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,900.00","2,900.00",Rs./Quintal,11-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,700.00","2,550.00",Rs./Quintal,10-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,800.00","2,800.00",Rs./Quintal,09-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,800.00","2,750.00",Rs./Quintal,06-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,800.00","2,700.00",Rs./Quintal,05-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,750.00","2,700.00",Rs./Quintal,03-09-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,31-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,800.00","2,800.00",Rs./Quintal,30-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,750.00","2,750.00",Rs./Quintal,29-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,575.00","2,750.00","2,600.00",Rs./Quintal,28-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,900.00","2,900.00","2,900.00",Rs./Quintal,27-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,750.00","2,750.00",Rs./Quintal,26-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,750.00","2,750.00","2,750.00",Rs./Quintal,21-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,700.00","2,620.00",Rs./Quintal,19-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,750.00","2,750.00","2,750.00",Rs./Quintal,17-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,16-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,13-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,12-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,650.00","2,650.00","2,650.00",Rs./Quintal,06-08-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,31-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,875.00","2,800.00",Rs./Quintal,29-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,800.00","2,700.00",Rs./Quintal,26-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,875.00","2,850.00",Rs./Quintal,25-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,22-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,18-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,850.00","2,850.00",Rs./Quintal,10-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,08-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,850.00","2,850.00",Rs./Quintal,06-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,850.00","2,850.00",Rs./Quintal,05-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,850.00","2,550.00",Rs./Quintal,03-07-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,850.00","2,850.00",Rs./Quintal,29-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,28-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,430.00","2,860.00","2,750.00",Rs./Quintal,26-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,760.00","2,760.00","2,760.00",Rs./Quintal,24-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,830.00","2,500.00",Rs./Quintal,21-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,830.00","2,830.00",Rs./Quintal,19-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,430.00","2,860.00","2,860.00",Rs./Quintal,18-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,14-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,10-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,850.00","2,600.00",Rs./Quintal,03-06-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,850.00","2,500.00",Rs./Quintal,30-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,900.00","2,800.00",Rs./Quintal,27-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,310.00","2,770.00","2,310.00",Rs./Quintal,21-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,770.00","2,850.00","2,770.00",Rs./Quintal,18-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,850.00","2,600.00",Rs./Quintal,16-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,760.00","2,760.00","2,760.00",Rs./Quintal,15-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,650.00","2,740.00","2,650.00",Rs./Quintal,14-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,760.00","2,760.00",Rs./Quintal,13-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,850.00","2,850.00",Rs./Quintal,08-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,710.00","2,500.00",Rs./Quintal,02-05-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,560.00","2,920.00","2,900.00",Rs./Quintal,20-04-2024
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,610.00","2,610.00",Rs./Quintal,19-04-2024
Karnataka,Kolar,Bangarpet APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,600.00","2,500.00",Rs./Quintal,25-11-2024
Karnataka,Kolar,Bangarpet APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,500.00","2,400.00",Rs./Quintal,03-09-2024
Karnataka,Kolar,Bangarpet APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,500.00","2,200.00",Rs./Quintal,22-04-2024
Karnataka,Kolar,Gowribidanoor APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","3,000.00","2,800.00",Rs./Quintal,30-12-2024
Karnataka,Kolar,Gowribidanoor APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,600.00","2,450.00",Rs./Quintal,16-12-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,300.00","2,170.00",Rs./Quintal,26-12-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,300.00","2,110.00",Rs./Quintal,06-11-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,400.00","2,231.00",Rs./Quintal,01-10-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,400.00","2,333.00",Rs./Quintal,30-09-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,300.00","2,180.00",Rs./Quintal,23-09-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,400.00","2,300.00",Rs./Quintal,20-09-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,600.00","2,500.00",Rs./Quintal,19-09-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,600.00","2,470.00",Rs./Quintal,18-09-2024
Karnataka,Kolar,Kolar APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,600.00","2,500.00",Rs./Quintal,13-09-2024
Karnataka,Koppal,Koppal APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,302.00","2,302.00","2,302.00",Rs./Quintal,31-12-2024
Karnataka,Koppal,Koppal APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,753.00","2,350.00","2,052.00",Rs./Quintal,30-12-2024
Karnataka,Koppal,Kustagi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,311.00","2,271.00",Rs./Quintal,20-10-2024
Karnataka,Koppal,Kustagi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,300.00","2,300.00",Rs./Quintal,06-01-2024
Karnataka,Madikeri(Kodagu),Madikeri APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,30-08-2024
Karnataka,Madikeri(Kodagu),Madikeri APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,650.00","2,500.00",Rs./Quintal,05-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,440.00","2,440.00","2,440.00",Rs./Quintal,26-10-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,25-10-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,23-10-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,08-10-2024
